instrument_token,exchange_token,tradingsymbol,name,instrument_type,segment,exchange
4544513,17752,SHILPAMED,SHILPA MEDICARE,EQ,NSE,NSE
4546049,17758,SARDAEN,SARDA ENERGY & MIN,EQ,NSE,NSE
4547585,17764,REFEX,REFEX INDUSTRIES,EQ,NSE,NSE
4548097,17766,ZEAL-SM,ZEAL GLOBAL SERVICES,EQ,NSE,NSE
4549121,17770,GROBTEA,THE GROB TEA COMPANY,EQ,NSE,NSE
4551169,17778,ATL,ALLCARGO TERMINALS,EQ,NSE,NSE
4551937,17781,KKVAPOW-SM,KKV AGRO POWERS,EQ,NSE,NSE
4555265,17794,SOMICONVEY,SOMI CONVEYOR BELT.,EQ,NSE,NSE
4555521,17795,TREL,TRANSINDIA REAL ESTATE L,EQ,NSE,NSE
4557057,17801,LLOYDSENGG,LLOYDS ENGG WORK,EQ,NSE,NSE
4558849,17808,QUAL30IETF,ICICIPRAMC - ICICIQTY30,EQ,NSE,NSE
4561409,17818,LTIM,LTIMINDTREE,EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,EQ,NSE,NSE
4565505,17834,747TS32-SG,SDL TS 7.47% 2032,EQ,NSE,NSE
4565761,17835,744TN33B-SG,SDL TN 7.44% 2033,EQ,NSE,NSE
4566785,17839,GILLANDERS,GILLANDERS ARBUTHNOT,EQ,NSE,NSE
4567041,17840,743TS41-SG,SDL TS 7.43% 2041,EQ,NSE,NSE
4567297,17841,743PN48A-SG,SDL PN 7.43% 2048,EQ,NSE,NSE
4569601,17850,743JK53-SG,SDL JK 7.43% 2053,EQ,NSE,NSE
4569857,17851,DLINKINDIA,D-LINK INDIA,EQ,NSE,NSE
4570113,17852,747AP32-SG,SDL AP 7.47% 2032,EQ,NSE,NSE
4571905,17859,REDTAPE,REDTAPE,EQ,NSE,NSE
4574465,17869,JSWENERGY,JSW ENERGY,EQ,NSE,NSE
4576001,17875,GODREJPROP,GODREJ PROPERTIES,EQ,NSE,NSE
4577537,17881,DBCORP,D.B.CORP,EQ,NSE,NSE
4577793,17882,ORIANA-SM,ORIANA POWER,EQ,NSE,NSE
4579329,17888,GATECH,GACM TECHNOLOGIES,EQ,NSE,NSE
4581889,17898,VINSYS-SM,VINSYS IT SERVICES IND LT,EQ,NSE,NSE
4583169,17903,ABBOTINDIA,ABBOTT INDIA,EQ,NSE,NSE
4587521,17920,HDIL-BZ,HOUSING DEV & INFRA,EQ,NSE,NSE
4588033,17922,GEEKAYWIRE,GEEKAY WIRES,EQ,NSE,NSE
4589313,17927,BAYERCROP,BAYER CROPSCIENCE,EQ,NSE,NSE
4590849,17933,BEARDSELL,BEARDSELL,EQ,NSE,NSE
4592385,17939,HINDCOPPER,HINDUSTAN COPPER,EQ,NSE,NSE
4593921,17945,COHANCE,COHANCE LIFESCIENCES,EQ,NSE,NSE
4596993,17957,MMTC,MMTC,EQ,NSE,NSE
4598529,17963,NESTLEIND,NESTLE INDIA,EQ,NSE,NSE
4600577,17971,SBICARD,SBI CARDS & PAY SER,EQ,NSE,NSE
4604673,17987,TRF,TRF,EQ,NSE,NSE
4607745,17999,UNITEDTEA,UNITED NILGIRI TEA,EQ,NSE,NSE
4610817,18011,WHIRLPOOL,WHIRLPOOL OF INDIA,EQ,NSE,NSE
4611073,18012,VLEGOV,VL E GOV AND IT SOL,EQ,NSE,NSE
4614145,18024,SETUINFRA-BZ,SETUBANDHAN INFRA,EQ,NSE,NSE
4614401,18025,718GS2033-GS,GOI LOAN  7.18% 2033,EQ,NSE,NSE
4614657,18026,SBFC,SBFC FINANCE,EQ,NSE,NSE
4615425,18029,MBLINFRA,MBL INFRASTRUCTURE,EQ,NSE,NSE
4616961,18035,SANGANI-SM,SANGANI HOSPITALS,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,EQ,NSE,NSE
4618241,18040,YUDIZ-SM,YUDIZ SOLUTIONS,EQ,NSE,NSE
4620545,18049,MINDTECK,MINDTECK (INDIA),EQ,NSE,NSE
4622337,18056,SSFL-SM,SRIVARI SPICES N FOODS L,EQ,NSE,NSE
4623361,18060,CONCORDBIO,CONCORD BIOTECH,EQ,NSE,NSE
4628481,18080,75BR31-SG,SDL BR 7.5% 2031,EQ,NSE,NSE
4628737,18081,749HR33-SG,SDL HR 7.49% 2033,EQ,NSE,NSE
4628993,18082,75GA33-SG,SDL GA 7.5% 2033,EQ,NSE,NSE
4629249,18083,752PN35-SG,SDL PN 7.52% 2035,EQ,NSE,NSE
4629505,18084,751MN35-SG,SDL MN 7.51% 2035,EQ,NSE,NSE
4629761,18085,75UP35-SG,SDL UP 7.5% 2035,EQ,NSE,NSE
4630017,18086,DBL,DILIP BUILDCON,EQ,NSE,NSE
4630273,18087,751PN36-SG,SDL PN 7.51% 2036,EQ,NSE,NSE
4630529,18088,749PN37-SG,SDL PN 7.49% 2037,EQ,NSE,NSE
4632577,18096,JUBLFOOD,JUBILANT FOODWORKS,EQ,NSE,NSE
4632833,18097,747KL39-SG,SDL KL 7.47% 2039,EQ,NSE,NSE
4633089,18098,745TS47-SG,SDL TS 7.45% 2047,EQ,NSE,NSE
4634113,18102,NIFTY1,KOTAK NIFTY ETF,EQ,NSE,NSE
4634881,18105,745JK53-SG,SDL JK 7.45% 2053,EQ,NSE,NSE
4636161,18110,VASCONEQ,VASCON ENGINEERS,EQ,NSE,NSE
4637697,18116,ELECTCAST-W1,ELECTCAST WARRANTS,EQ,NSE,NSE
4638209,18118,THANGAMAYL,THANGAMAYIL JEWELLERY,EQ,NSE,NSE
4638465,18119,SRGHFL,SRG HOUSING FINANCE L,EQ,NSE,NSE
4639745,18124,DBREALTY,VALOR ESTATE,EQ,NSE,NSE
4641537,18131,YASHO,YASHO INDUSTRIES,EQ,NSE,NSE
4643585,18139,DOLPHIN,DOLPHIN OFF ENT (IND) L,EQ,NSE,NSE
4644353,18142,EMMBI,EMMBI INDUSTRIES,EQ,NSE,NSE
4644609,18143,JIOFIN,JIO FIN SERVICES,EQ,NSE,NSE
4646657,18151,TVSSCS,TVS SUPPLY CHAIN SOL L,EQ,NSE,NSE
4647425,18154,HATHWAY,HATHWAY CABLE & DATACOM,EQ,NSE,NSE
4659969,18203,747AS28-SG,SDL AS 7.47% 2028,EQ,NSE,NSE
4660225,18204,749BR31-SG,SDL BR 7.49% 2031,EQ,NSE,NSE
4661249,18208,ORIENTLTD,ORIENT PRESS,EQ,NSE,NSE
4661505,18209,749GA33-SG,SDL GA 7.49% 2033,EQ,NSE,NSE
4661761,18210,749UP34-SG,SDL UP 7.49% 2034,EQ,NSE,NSE
4662785,18214,TEXMOPIPES,TEXMO PIPE & PRODUCTS,EQ,NSE,NSE
4663041,18215,747KL37-SG,SDL KL 7.47% 2037,EQ,NSE,NSE
4663297,18216,746AP38-SG,SDL AP 7.46% 2038,EQ,NSE,NSE
4664321,18220,KECL,KIRLOSKAR ELECTRIC CO,EQ,NSE,NSE
4664577,18221,746MZ39-SG,SDL MZ 7.46% 2039,EQ,NSE,NSE
4665857,18226,MANINFRA,MAN INFRA,EQ,NSE,NSE
4667393,18232,LORDSCHLO,LORDS CHLORO ALKALI,EQ,NSE,NSE
4672001,18250,PYRAMID,PYRAMID TECHNOPLAST,EQ,NSE,NSE
4672513,18252,SPAL,S. P. APPARELS,EQ,NSE,NSE
4674561,18260,CLSL-SM,CROP LIFE SCIENCE,EQ,NSE,NSE
4675585,18264,SEL-SM,SUNGARNER ENERGIES,EQ,NSE,NSE
4676609,18268,AEROFLEX,AEROFLEX INDUSTRIES,EQ,NSE,NSE
4679425,18279,HDFCLIQUID,HDFCAMC - HDFCLIQUID,EQ,NSE,NSE
4680449,18283,74WB42-SG,SDL WB 7.4% 2042,EQ,NSE,NSE
4680705,18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,EQ,NSE,NSE
4682753,18292,IVZINGOLD,INVESCO INDIA GOLD ETF,EQ,NSE,NSE
4689921,18320,745BR31-SG,SDL BR 7.45% 2031,EQ,NSE,NSE
4690177,18321,LGBBROSLTD,LG BALAKRISHNAN & BROS,EQ,NSE,NSE
4690433,18322,744RJ33A-SG,SDL RJ 7.44% 2033,EQ,NSE,NSE
4690689,18323,744HR33-SG,SDL HR 7.44% 2033,EQ,NSE,NSE
4691713,18327,744GA33-SG,SDL GA 7.44% 2033,EQ,NSE,NSE
4692993,18332,745AP34-SG,SDL AP 7.45% 2034,EQ,NSE,NSE
4693249,18333,745HR35-SG,SDL HR 7.45% 2035,EQ,NSE,NSE
4693505,18334,741WB39-SG,SDL WB 7.41% 2039,EQ,NSE,NSE
4693761,18335,741RJ39-SG,SDL RJ 7.41% 2039,EQ,NSE,NSE
4694017,18336,74KL41-SG,SDL KL 7.4% 2041,EQ,NSE,NSE
4694273,18337,74RJ41-SG,SDL RJ 7.4% 2041,EQ,NSE,NSE
4695297,18341,VPRPL,VISHNU PRAKASH R PUNGLI L,EQ,NSE,NSE
4696833,18347,NIFMID150,UTIAMC - NIFMID150,EQ,NSE,NSE
4699905,18359,SANDUMA,SANDUR MANG & IRON ORES L,EQ,NSE,NSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,EQ,NSE,NSE
4702977,18371,NDGL,NAGA DHUNSERI GROUP,EQ,NSE,NSE
4703233,18372,CPS-SM,C P S SHAPERS,EQ,NSE,NSE
4708097,18391,RBLBANK,RBL BANK,EQ,NSE,NSE
4708353,18392,MONOPHARMA-SM,MONO PHARMACARE,EQ,NSE,NSE
4710401,18400,744AP33-SG,SDL AP 7.44% 2033,EQ,NSE,NSE
4710657,18401,747AS33-SG,SDL AS 7.47% 2033,EQ,NSE,NSE
4710913,18402,747UK33-SG,SDL UK 7.47% 2033,EQ,NSE,NSE
4711169,18403,747GA33-SG,SDL GA 7.47% 2033,EQ,NSE,NSE
4711425,18404,743TN33-SG,SDL TN 7.43% 2033,EQ,NSE,NSE
4711681,18405,745PN34A-SG,SDL PN 7.45% 2034,EQ,NSE,NSE
4711937,18406,744MN35-SG,SDL MN 7.44% 2035,EQ,NSE,NSE
4712193,18407,744HR35-SG,SDL HR 7.44% 2035,EQ,NSE,NSE
4712449,18408,744RJ36-SG,SDL RJ 7.44% 2036,EQ,NSE,NSE
4712705,18409,742HP38-SG,SDL HP 7.42% 2038,EQ,NSE,NSE
4712961,18410,744TS39A-SG,SDL TS 7.44% 2039,EQ,NSE,NSE
4713217,18411,744AP40-SG,SDL AP 7.44% 2040,EQ,NSE,NSE
4713473,18412,74TS43-SG,SDL TS 7.4% 2043,EQ,NSE,NSE
4713729,18413,74AP43-SG,SDL AP 7.4% 2043,EQ,NSE,NSE
4715265,18419,RISHABH-BE,RISHABH INSTRUMENTS,EQ,NSE,NSE
4716033,18422,ASIANHOTNR,ASIAN HOTELS (NORTH),EQ,NSE,NSE
4716289,18423,RATNAVEER,RATNAVEER PRECISION ENG L,EQ,NSE,NSE
4718337,18431,BIGBLOC,BIGBLOC CONSTRUCTION,EQ,NSE,NSE
4721153,18442,BASILIC-SM,BASILIC FLY STUDIO,EQ,NSE,NSE
4723457,18451,SGBMAR28X-GB,2.50%GOLDBONDS2028SR-X,EQ,NSE,NSE
4724993,18457,POWERINDIA,HITACHI ENERGY INDIA,EQ,NSE,NSE
4729345,18474,719GS2060-GS,GOI LOAN 7.19% 2060,EQ,NSE,NSE
4730625,18479,ISFT,INTRASOFT TECH.,EQ,NSE,NSE
4736257,18501,SABEVENTS-BE,SAB EVENTS & GOVERNANCE,EQ,NSE,NSE
4737025,18504,TVVISION,TV VISION,EQ,NSE,NSE
4739329,18513,SAROJA-ST,SAROJA PHARMA INDUS IND L,EQ,NSE,NSE
4739585,18514,PRAMARA-SM,PRAMARA PROMOTIONS,EQ,NSE,NSE
4740609,18518,748AP38A-SG,SDL AP 7.48% 2038,EQ,NSE,NSE
4740865,18519,743JK53A-SG,SDL JK 7.43% 2053,EQ,NSE,NSE
4741121,18520,CUPID,CUPID,EQ,NSE,NSE
4741377,18521,748PN34-SG,SDL PN 7.48% 2034,EQ,NSE,NSE
4741633,18522,746GA38-SG,SDL GA 7.46% 2038,EQ,NSE,NSE
4742913,18527,746MP38-SG,SDL MP 7.46% 2038,EQ,NSE,NSE
4743169,18528,747MH34-SG,SDL MH 7.47% 2034,EQ,NSE,NSE
4743425,18529,747HR33-SG,SDL HR 7.47% 2033,EQ,NSE,NSE
4743937,18531,746MH33-SG,SDL MH 7.46% 2033,EQ,NSE,NSE
4744193,18532,748UK33-SG,SDL UK 7.48% 2033,EQ,NSE,NSE
4745217,18536,746MP39-SG,SDL MP 7.46% 2039,EQ,NSE,NSE
4745473,18537,746TS42-SG,SDL TS 7.46% 2042,EQ,NSE,NSE
4745729,18538,744TS45-SG,SDL TS 7.44% 2045,EQ,NSE,NSE
4745985,18539,746AP41-SG,SDL AP 7.46% 2041,EQ,NSE,NSE
4747009,18543,DIACABS,DIAMOND POWER INFRA,EQ,NSE,NSE
4749569,18553,JLHL,JUPITER LIFE LINE HOSP L,EQ,NSE,NSE
4750849,18558,JIWANRAM-SM,JIWANRAM SHEODUTTRA IND L,EQ,NSE,NSE
4751617,18561,716GS2050-GS,GOI LOAN 7.16% 2050,EQ,NSE,NSE
4751873,18562,MITTAL,MITTAL LIFE STYLE,EQ,NSE,NSE
4752385,18564,LTTS,L&T TECHNOLOGY SER.,EQ,NSE,NSE
4752897,18566,RRKABEL,R R KABEL,EQ,NSE,NSE
4754177,18571,GNA,GNA AXLES,EQ,NSE,NSE
4756737,18581,KIRLOSBROS,KIRLOSKAR BROTHERS,EQ,NSE,NSE
4756993,18582,UNIHEALTH-SM,UNIHEALTH HOSPITALS,EQ,NSE,NSE
4759809,18593,EMSLIMITED,EMS,EQ,NSE,NSE
4763649,18608,ZAGGLE,ZAGGLE PREPA OCEAN SER L,EQ,NSE,NSE
4765185,18614,SAMHI,SAMHI HOTELS,EQ,NSE,NSE
4772865,18644,DIAMINESQ,DIAMINES & CHEMICALS,EQ,NSE,NSE
4774145,18649,HOLMARC-SM,HOLMARC OPTO MECHATRO L,EQ,NSE,NSE
4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,EQ,NSE,NSE
4775425,18654,CHAVDA-SM,CHAVDA INFRA,EQ,NSE,NSE
4776705,18659,MARATHON,MARATHON NXTGEN REALT,EQ,NSE,NSE
4781825,18679,HPL,HPL ELECTRIC & POWER,EQ,NSE,NSE
4782081,18680,745HR35A-SG,SDL HR 7.45% 2035,EQ,NSE,NSE
4782337,18681,744AP36-SG,SDL AP 7.44% 2036,EQ,NSE,NSE
4783617,18686,741WB42-SG,SDL WB 7.41% 2042,EQ,NSE,NSE
4783873,18687,741JK53-SG,SDL JK 7.41% 2053,EQ,NSE,NSE
4784129,18688,74GJ27-SG,SDL GJ 7.4% 2027,EQ,NSE,NSE
4784385,18689,747CG30-SG,SDL CG 7.47% 2030,EQ,NSE,NSE
4784641,18690,746TS30-SG,SDL TS 7.46% 2030,EQ,NSE,NSE
4784897,18691,749BR31A-SG,SDL BR 7.49% 2031,EQ,NSE,NSE
4785409,18693,AVSL-ST,AVSL INDUSTRIES,EQ,NSE,NSE
4785665,18694,745HR33-SG,SDL HR 7.45% 2033,EQ,NSE,NSE
4786177,18696,746GA33-SG,SDL GA 7.46% 2033,EQ,NSE,NSE
4787201,18700,JETKNIT-ST,JET KNITWEARS,EQ,NSE,NSE
4787457,18701,746SK33-SG,SDL SK 7.46% 2033,EQ,NSE,NSE
4787969,18703,744MP35-SG,SDL MP 7.44% 2035,EQ,NSE,NSE
4789249,18708,KEL-SM,KUNDAN EDIFICE,EQ,NSE,NSE
4792577,18721,NUVAMA,NUVAMA WEALTH MANAGE,EQ,NSE,NSE
4794369,18728,MADHUSUDAN-SM,MADHUSUDAN MASALA,EQ,NSE,NSE
4795137,18731,MASKINVEST-BE,MASK INVESTMENTS,EQ,NSE,NSE
4797697,18741,GRETEX-SM,GRETEX INDUSTRIES,EQ,NSE,NSE
4798209,18743,SIGNATURE,SIGNATUREGLOBAL INDIA,EQ,NSE,NSE
4800257,18751,KODYTECH-SM,KODY TECHNOLAB,EQ,NSE,NSE
4801281,18755,KALAMANDIR,SAI SILKS (KALAMANDIR) L,EQ,NSE,NSE
4802561,18760,YATRA,YATRA ONLINE,EQ,NSE,NSE
4803073,18762,ALCODIS-SM,ALCOKRAFT DISTILLERIE,EQ,NSE,NSE
4804865,18769,DRL-SM,DHANUKA REALTY,EQ,NSE,NSE
4805889,18773,MARCO-SM,MARCO CABLE & CONDUCTOR L,EQ,NSE,NSE
4808449,18783,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,EQ,NSE,NSE
4811265,18794,HIGREEN-SM,HI GREEN CARBON,EQ,NSE,NSE
4814337,18806,CELLECOR-SM,CELLECOR GADGETS,EQ,NSE,NSE
4816641,18815,GICL-SM,GLOBE INTL CARRIERS,EQ,NSE,NSE
4818433,18822,ENDURANCE,ENDURANCE TECHNO.,EQ,NSE,NSE
4820737,18831,TARAPUR-BE,TARAPUR TRANSFORMERS,EQ,NSE,NSE
4823041,18840,NIRAJISPAT,NIRAJ ISPAT IND,EQ,NSE,NSE
4827393,18857,579GS2030-GS,GOI LOAN 5.79% 2030,EQ,NSE,NSE
4828673,18862,SGBAPR28I-GB,2.50%GOLDBONDS2028SR-I,EQ,NSE,NSE
4828929,18863,VERTOZ,VERTOZ,EQ,NSE,NSE
4829697,18866,MAZDA,MAZDA,EQ,NSE,NSE
4834049,18883,SJVN,SJVN,EQ,NSE,NSE
4835585,18889,KSL,KALYANI STEELS,EQ,NSE,NSE
4840449,18908,PNBHOUSING,PNB HOUSING FIN,EQ,NSE,NSE
4841217,18911,745RJ44-SG,SDL RJ 7.45% 2044,EQ,NSE,NSE
4841473,18912,745MP44-SG,SDL MP 7.45% 2044,EQ,NSE,NSE
4842497,18916,743RJ49-SG,SDL RJ 7.43% 2049,EQ,NSE,NSE
4843777,18921,VBL,VARUN BEVERAGES,EQ,NSE,NSE
4844033,18922,743TN53A-SG,SDL TN 7.43% 2053,EQ,NSE,NSE
4844289,18923,748MP29-SG,SDL MP 7.48% 2029,EQ,NSE,NSE
4846337,18931,SUNDARAM,SUNDARAM MULTI PAP,EQ,NSE,NSE
4846593,18932,749CG30-SG,SDL CG 7.49% 2030,EQ,NSE,NSE
4846849,18933,752BR31-SG,SDL BR 7.52% 2031,EQ,NSE,NSE
4848129,18938,745GJ31-SG,SDL GJ 7.45% 2031,EQ,NSE,NSE
4848385,18939,746RJ33-SG,SDL RJ 7.46% 2033,EQ,NSE,NSE
4849921,18945,749GA33A-SG,SDL GA 7.49% 2033,EQ,NSE,NSE
4850177,18946,747HR33A-SG,SDL HR 7.47% 2033,EQ,NSE,NSE
4850689,18948,KINGFA-BE,KINGFA SCI & TEC IND,EQ,NSE,NSE
4852225,18954,748HR35-SG,SDL HR 7.48% 2035,EQ,NSE,NSE
4854273,18962,RAJRATAN,RAJRATAN GLOBAL WIRE,EQ,NSE,NSE
4855553,18967,KAPSTON,KAPSTON SERVICES,EQ,NSE,NSE
4856833,18972,SGBMAY28-GB,2.50%GOLDBONDS2028SR-II,EQ,NSE,NSE
4857089,18973,619GS2034-GS,GOI LOAN 6.19% 2034,EQ,NSE,NSE
4858113,18977,UNIVASTU,UNIVASTU INDIA,EQ,NSE,NSE
4861697,18991,759MN35-SG,SDL MN 7.59% 2035,EQ,NSE,NSE
4862209,18993,749PN35-SG,SDL PN 7.49% 2035,EQ,NSE,NSE
4862465,18994,746MP38A-SG,SDL MP 7.46% 2038,EQ,NSE,NSE
4863489,18998,746WB39-SG,SDL WB 7.46% 2039,EQ,NSE,NSE
4863745,18999,745KL39-SG,SDL KL 7.45% 2039,EQ,NSE,NSE
4864001,19000,744WB42-SG,SDL WB 7.44% 2042,EQ,NSE,NSE
4866817,19011,MASTER-SM,MASTER COMPONENTS,EQ,NSE,NSE
4867841,19015,MVGJL,MANOJ VAIBHAV GEM N JEW L,EQ,NSE,NSE
4869121,19020,JSWINFRA,JSW INFRASTRUCTURE,EQ,NSE,NSE
4870401,19025,KIRLOSIND,KIRLOSKAR INDUSTRIES,EQ,NSE,NSE
4873217,19036,PODDARMENT,PODDAR PIGMENTS,EQ,NSE,NSE
4879617,19061,MANAPPURAM,MANAPPURAM FINANCE,EQ,NSE,NSE
4882689,19073,AARVI,AARVI ENCON,EQ,NSE,NSE
4883969,19078,SGBJUN28-GB,2.5%GOLDBONDS2028SR-III,EQ,NSE,NSE
4885505,19084,ITBEES,NIP IND ETF IT,EQ,NSE,NSE
4889345,19099,SILLYMONKS-BE,SILLY MONKS ENTERTAIN,EQ,NSE,NSE
4890625,19104,ROLLT,ROLLATAINERS,EQ,NSE,NSE
4892417,19111,NBIFIN,N.B.I. IND. FIN. CO.,EQ,NSE,NSE
4892673,19112,SAAKSHI-ST,SAAKSHI MEDTEC N PANELS L,EQ,NSE,NSE
4892929,19113,UDS,UPDATER SERVICES,EQ,NSE,NSE
4897281,19130,KIOCL-BE,KIOCL,EQ,NSE,NSE
4898305,19134,MAL-SM,MANGALAM ALLOYS,EQ,NSE,NSE
4899329,19138,DIGIKORE-SM,DIGIKORE STUDIOS,EQ,NSE,NSE
4900353,19142,UMESLTD,USHA MARTIN EDU & SOL,EQ,NSE,NSE
4903425,19154,INSPIRE-SM,INSPIRE FILMS,EQ,NSE,NSE
4905217,19161,NEWJAISA-ST,NEWJAISA TECHNOLOGIES,EQ,NSE,NSE
4905473,19162,752TN33-SG,SDL TN 7.52% 2033,EQ,NSE,NSE
4905729,19163,754UK33-SG,SDL UK 7.54% 2033,EQ,NSE,NSE
4905985,19164,76AP34-SG,SDL AP 7.6% 2034,EQ,NSE,NSE
4906241,19165,755MP35-SG,SDL MP 7.55% 2035,EQ,NSE,NSE
4906497,19166,759HR35-SG,SDL HR 7.59% 2035,EQ,NSE,NSE
4906753,19167,767PN35-SG,SDL PN 7.67% 2035,EQ,NSE,NSE
4907009,19168,756UP35-SG,SDL UP 7.56% 2035,EQ,NSE,NSE
4907265,19169,751MP38-SG,SDL MP 7.51% 2038,EQ,NSE,NSE
4908033,19172,759WB39-SG,SDL WB 7.59% 2039,EQ,NSE,NSE
4908545,19174,75AP41-SG,SDL AP 7.5% 2041,EQ,NSE,NSE
4909313,19177,749TS44-SG,SDL TS 7.49% 2044,EQ,NSE,NSE
4909569,19178,749KL45-SG,SDL KL 7.49% 2045,EQ,NSE,NSE
4909825,19179,753HR33-SG,SDL HR 7.53% 2033,EQ,NSE,NSE
4910081,19180,754CG31-SG,SDL CG 7.54% 2031,EQ,NSE,NSE
4910337,19181,762BR31-SG,SDL BR 7.62% 2031,EQ,NSE,NSE
4911105,19184,SFL,SHEELA FOAM,EQ,NSE,NSE
4911361,19185,755TS32-SG,SDL TS 7.55% 2032,EQ,NSE,NSE
4911617,19186,762AS33-SG,SDL AS 7.62% 2033,EQ,NSE,NSE
4912897,19191,754RJ33-SG,SDL RJ 7.54% 2033,EQ,NSE,NSE
4914177,19196,TI,TILAKNAGAR INDUSTRIES,EQ,NSE,NSE
4916481,19205,HEADSUP,HEADS UP VENTURES,EQ,NSE,NSE
4916737,19206,VINYAS-SM,VINYAS INNOVATIVE TECH L,EQ,NSE,NSE
4918017,19211,HMVL,HINDUSTAN MEDIA VENT,EQ,NSE,NSE
4919809,19218,VALIANTLAB,VALIANT LABORATORIES,EQ,NSE,NSE
4921089,19223,TCIEXP,TCI EXPRESS,EQ,NSE,NSE
4921345,19224,SENSEXETF,MIRAEAMC - SENSEXETF,EQ,NSE,NSE
4923649,19233,AARTISURF,AARTI SURFACTANTS,EQ,NSE,NSE
4923905,19234,LAURUSLABS,LAURUS LABS,EQ,NSE,NSE
4924161,19235,IMFA,INDIAN METALS & FERRO,EQ,NSE,NSE
4924673,19237,MONIFTY500,MOTILALAMC - MONIFTY500,EQ,NSE,NSE
4928769,19253,ARABIAN-SM,ARABIAN PETROLEUM,EQ,NSE,NSE
4931841,19265,BLISSGVS,BLISS GVS PHARMA,EQ,NSE,NSE
4934913,19277,EMAMIREAL,EMAMI REALTY,EQ,NSE,NSE
4935169,19278,EFACTOR-ST,E FACTOR EXPERIENCES,EQ,NSE,NSE
4935425,19279,THEJO,THEJO ENGINEERING,EQ,NSE,NSE
4937473,19287,KONTOR-SM,KONTOR SPACE,EQ,NSE,NSE
4937985,19289,MOM50,MOTILAL OSWAL M50 ETF,EQ,NSE,NSE
4939777,19296,TERASOFT-BE,TERA SOFTWARE,EQ,NSE,NSE
4940545,19299,ITDC,INDIA TOUR. DEV. CO.,EQ,NSE,NSE
4940801,19300,VISHNUINFR-SM,VISHNUSURYA PROJ N INFR L,EQ,NSE,NSE
4946433,19322,HISARMETAL,HISAR METAL IND.,EQ,NSE,NSE
4954113,19352,PROLIFE-SM,PROLIFE INDUSTRIES,EQ,NSE,NSE
4955137,19356,GOYALSALT-SM,GOYAL SALT,EQ,NSE,NSE
4958209,19368,CANARYS-SM,CANARYS AUTOMATIONS,EQ,NSE,NSE
4960001,19375,SPCENET-BE,SPACENET ENTERS IND,EQ,NSE,NSE
4962817,19386,OLIL-SM,ONECLICK LOGISTICS IND L,EQ,NSE,NSE
4966657,19401,BOROLTD,BOROSIL,EQ,NSE,NSE
4968961,19410,ROSSARI,ROSSARI BIOTECH,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),EQ,NSE,NSE
4976641,19440,SICALLOG-BE,SICAL LOGISTICS,EQ,NSE,NSE
4978433,19447,CAPTRUST,CAPITAL TRUST,EQ,NSE,NSE
4980737,19456,SGBSEP31II-GB,2.50%GOLDBONDS2031SR-II,EQ,NSE,NSE
4981249,19458,PLAZACABLE,PLAZA WIRES,EQ,NSE,NSE
4983809,19468,KARNIKA-ST,KARNIKA INDUSTRIES,EQ,NSE,NSE
4986625,19479,SCML-ST,SHARP CHUCKS N MACHINES L,EQ,NSE,NSE
4986881,19480,762GJ28-SG,SDL GJ 7.62% 2028,EQ,NSE,NSE
4987137,19481,77GA33-SG,SDL GA 7.7% 2033,EQ,NSE,NSE
4987393,19482,771UK33-SG,SDL UK 7.71% 2033,EQ,NSE,NSE
4987649,19483,775SK33A-SG,SDL SK 7.75% 2033,EQ,NSE,NSE
4987905,19484,77UP34-SG,SDL UP 7.7% 2034,EQ,NSE,NSE
4988161,19485,769UP35A-SG,SDL UP 7.69% 2035,EQ,NSE,NSE
4988417,19486,775PN36-SG,SDL PN 7.75% 2036,EQ,NSE,NSE
4988673,19487,767AP38-SG,SDL AP 7.67% 2038,EQ,NSE,NSE
4988929,19488,762TN53-SG,SDL TN 7.62% 2053,EQ,NSE,NSE
4989953,19492,PLADAINFO-SM,PLADA INFOTECH SERVICES L,EQ,NSE,NSE
4990977,19496,SECMARK,SECMARK CONSULTANCY,EQ,NSE,NSE
4992769,19503,TICL-BE,TWAMEV CONS AND INFRA,EQ,NSE,NSE
4996097,19516,COMMITTED-ST,COMMITTED CARGO CARE,EQ,NSE,NSE
4996353,19517,772ML31-SG,SDL ML 7.72% 2031,EQ,NSE,NSE
4996609,19518,762RJ43-SG,SDL RJ 7.62% 2043,EQ,NSE,NSE
4996865,19519,762HP43-SG,SDL HP 7.62% 2043,EQ,NSE,NSE
4997121,19520,764WB43-SG,SDL WB 7.64% 2043,EQ,NSE,NSE
4997377,19521,756JK53-SG,SDL JK 7.56% 2053,EQ,NSE,NSE
4997633,19522,77BR31-SG,SDL BR 7.7% 2031,EQ,NSE,NSE
4997889,19523,764KA32-SG,SDL KA 7.64% 2032,EQ,NSE,NSE
4998145,19524,765TN33A-SG,SDL TN 7.65% 2033,EQ,NSE,NSE
4998401,19525,IITL,INDUSTRIAL INV TRUST,EQ,NSE,NSE
